,법정동시군구코드,법정동,단지명,지번,전용면적,계약년도,계약월,계약일,보증금액,월세금액,층,건축년도,계약기간,계약구분,갱신요구권사용,종전계약보증금,종전계약월세,단지일련번호,roadnm,roadnmbcd,roadnmbonbun,roadnmbubun,roadnmcd,roadnmseq,roadnmsggcd
777,11650,잠원동,신반포12,50-5,55.45,2022,1,25,30975,0,3,1982,22.02~24.02,갱신,사용,29500,,11650-110,잠원로14길 41,0,00041,00000,4163526,1,11650
778,11650,잠원동,신반포22,65-33,118.89,2022,1,24,65000,0,1,1983,22.02~22.09,신규,None,,,11650-120,잠원로 86,0,00086,00000,3121019,1,11650
779,11650,반포동,반포미도,60-4,84.96,2022,1,10,57000,30,15,1987,22.02~24.02,갱신,None,55000,,11650-172,서초중앙로29길 28,0,00028,00000,4163713,1,11650
780,11650,서초동,동아아파트,1344-7,24.57,2022,1,24,17000,16,5,2015,22.02~24.02,신규,None,,,11650-4142,서운로11길 13,0,00013,00000,4163372,1,11650
781,11650,내곡동,서초더샵포레,411,84.81,2022,1,22,72000,0,14,2014,22.02~24.02,갱신,사용,69000,,11650-4063,헌릉로8길 58,0,00058,00000,4163749,2,11650
782,11650,우면동,코오롱,70,52.47,2022,1,22,20000,76,2,1994,22.02~24.02,갱신,None,10000,100,11650-482,바우뫼로 53,0,00053,00000,3121009,2,11650
783,11650,잠원동,신반포자이,160,84.97,2022,1,15,136500,0,2,2018,22.02~24.01,갱신,사용,130000,,11650-4675,잠원로 60,0,00060,00000,3121019,1,11650
784,11650,내곡동,서초포레스타2단지,384,59.09,2022,1,15,57750,0,1,2015,22.02~24.02,갱신,사용,55000,,11650-4156,헌릉로8길 45,0,00045,00000,4163749,2,11650
785,11650,우면동,호반써밋서초파크,788,74.97,2022,1,24,18233,8,16,2013,None,None,None,,,11650-3974,양재대로2길 33,0,00033,00000,4163748,1,11650
786,11650,서초동,한라비발디스튜디오193,1363-25,19.99,2022,1,7,1000,90,11,2013,22.01~23.01,신규,None,,,11650-3926,강남대로39길 15-10,0,00015,00010,4163018,1,11650
787,11650,서초동,서초래미안,1682,111.32,2022,1,22,131250,0,19,2003,22.04~24.04,갱신,사용,125000,,11650-523,서초대로65길 13-10,0,00013,00010,4163425,1,11650
788,11650,우면동,동고,59,84.96,2022,1,11,60000,0,6,1995,22.01~24.03,갱신,None,55000,,11650-480,바우뫼로7길 29,0,00029,00000,4163219,1,11650
789,11650,잠원동,신반포12,50-5,76.4,2022,1,22,45150,0,1,1982,22.02~24.02,갱신,사용,43000,,11650-110,잠원로14길 41,0,00041,00000,4163526,1,11650
790,11650,신원동,서초포레스타7단지,615,59.94,2022,1,24,28109,0,3,2013,None,None,None,,,11650-3954,청계산로11길 7-12,0,00007,00012,4163752,1,11650
791,11650,방배동,방배신주,449-1,116.715,2022,1,15,15000,205,7,2002,22.02~24.02,신규,None,,,11650-387,방배천로2안길 10,0,00010,00000,4163158,1,11650
792,11650,잠원동,월드메르디앙,33-11,84.78,2022,1,19,68250,0,7,2002,22.01~24.01,갱신,사용,65000,,11650-135,신반포로45길 71,0,00071,00000,4163459,1,11650
793,11650,우면동,엘에이치서초3단지,784,51.32,2022,1,24,18769,0,19,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
794,11650,양재동,양재리본타워2단지,212,84.98,2022,1,24,38196,0,22,2014,None,신규,None,,,11650-4047,매헌로16길 40,0,00040,00000,4163176,1,11650
795,11650,반포동,한신서래,70-1,45.72,2022,1,24,50000,0,9,1987,22.03~24.03,신규,None,,,11650-232,사평대로28길 31,0,00031,00000,4163330,1,11650
796,11650,서초동,현대아파트,1346,84.34,2022,1,9,78000,0,3,1989,22.02~24.02,신규,None,,,11650-85,효령로68길 13,None,00013,00000,4163654,0,11650
797,11650,서초동,서초노블레스아파트,1362-10,29.96,2022,1,23,40950,0,11,2019,22.01~24.01,갱신,사용,39000,,11650-4745,강남대로39길 15-11,None,00015,00011,4163018,0,11650
798,11650,양재동,양재리본타워,102,59.77,2022,1,24,24796,0,13,2014,None,신규,None,,,11650-3979,바우뫼로18길 20,0,00020,00000,4163201,1,11650
799,11650,잠원동,한신,56-3,84.52,2022,1,17,50000,122,9,1992,22.02~24.02,갱신,사용,50000,110,11650-145,잠원로 150,0,00150,00000,3121019,1,11650
800,11650,서초동,서초래미안,1682,127.66,2022,1,24,122850,0,23,2003,22.03~24.03,갱신,사용,117000,,11650-523,서초대로65길 13-10,0,00013,00010,4163425,1,11650
801,11650,서초동,서초녹원,1666-14,84.99,2022,1,14,30000,170,1,1997,22.02~23.04,신규,None,,,11650-33,사임당로17길 83,0,00083,00000,4163313,1,11650
802,11650,반포동,반포자이,20-43,59.98,2022,1,22,39796,165,6,2009,None,None,None,,,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
803,11650,방배동,방배우성,2525,80.2,2022,1,5,20000,0,4,1991,22.01~24.01,신규,None,,,11650-331,방배선행길 1,0,00001,00000,4163671,1,11650
804,11650,서초동,DK밸리뷰시티,1584-6,27.04,2022,1,21,39000,0,5,2019,22.02~24.02,신규,None,,,11650-4764,반포대로14길 14,0,00014,00000,4163225,0,11650
805,11650,서초동,브라운스톤서초(1677-1),1677-1,76.51,2022,1,15,90000,0,13,2006,22.02~24.02,신규,None,,,11650-3278,서초대로 334,0,00334,00000,2121002,2,11650
806,11650,방배동,자현유하우스,940-4,46.25,2022,1,18,67000,0,4,2018,22.02~24.02,신규,None,,,11650-4682,서초대로16길 9,0,00009,00000,4163386,1,11650
807,11650,내곡동,서초더샵포레,411,84.93,2022,1,22,68200,0,17,2014,22.02~24.02,갱신,사용,65000,,11650-4063,헌릉로8길 58,0,00058,00000,4163749,2,11650
808,11650,서초동,우성아파트,1326-17,59.93,2022,1,22,69000,0,4,1998,22.02~24.02,신규,None,,,11650-60,서초대로74길 30,0,00030,00000,4163433,1,11650
809,11650,반포동,반포리체,30-26,59.993,2022,1,18,130000,0,9,2010,22.01~24.01,신규,None,,,11650-3617,고무래로 35,0,00035,00000,3121001,1,11650
810,11650,우면동,서초호반써밋,753,101.0109,2022,1,22,70000,30,3,2013,22.02~24.02,갱신,None,70000,10,11650-3963,양재대로2길 109,0,00109,00000,4163748,1,11650
811,11650,방배동,예림,432-10,62.82,2022,1,22,37000,0,5,2003,21.07~23.07,신규,None,,,11650-563,도구로9길 30,0,00030,00000,4163111,1,11650
812,11650,우면동,엘에이치서초3단지,784,46.76,2022,1,24,6646,24,3,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
813,11650,우면동,동고,59,77.14,2022,1,22,46000,0,7,1995,22.04~24.04,None,None,,,11650-480,바우뫼로7길 29,0,00029,00000,4163219,1,11650
814,11650,우면동,서초네이처힐5단지,730,114.98,2022,1,24,61031,0,3,2011,None,None,None,,,11650-3702,태봉로2길 5,0,00005,00000,4163582,1,11650
815,11650,잠원동,신반포자이,160,59.93,2022,1,21,90000,190,5,2018,22.02~24.02,신규,None,,,11650-4675,잠원로 60,0,00060,00000,3121019,1,11650
816,11650,우면동,한라,67,59.98,2022,1,22,65000,0,3,1994,22.03~24.03,신규,None,,,11650-483,바우뫼로 33,0,00033,00000,3121009,2,11650
817,11650,방배동,쌍용예가클래식,776-3,89.844,2022,1,20,84000,0,1,2006,22.07~24.07,갱신,사용,80000,,11650-265,방배로37길 26-9,0,00026,00009,4163272,1,11650
818,11650,잠원동,동아,157,59.8,2022,1,22,71400,0,4,2002,22.02~24.02,갱신,사용,68000,,11650-102,신반포로33길 15,0,00015,00000,4163453,1,11650
819,11650,우면동,서초호반써밋,753,101.0107,2022,1,14,10000,300,23,2013,22.01~24.01,신규,None,,,11650-3963,양재대로2길 109,0,00109,00000,4163748,1,11650
820,11650,방배동,임광,1015,84.78,2022,1,24,60900,0,7,1985,None,None,None,,,11650-341,방배로 14,0,00014,00000,3121010,1,11650
821,11650,우면동,서초힐스,773,59.97,2022,1,8,56500,0,15,2012,22.02~22.08,갱신,사용,54000,,11650-3821,양재대로2길 90,0,00090,00000,4163748,1,11650
822,11650,잠원동,신반포2,73,150.58,2022,1,22,87150,0,9,1978,22.01~24.01,갱신,사용,83000,,11650-117,신반포로23길 41,0,00041,00000,4163452,1,11650
823,11650,우면동,서초네이처힐4단지,720,84.84,2022,1,24,78750,0,6,2011,22.02~24.02,갱신,사용,75000,,11650-3704,태봉로2길 65,0,00065,00000,4163582,1,11650
824,11650,양재동,양재리본타워,102,59.77,2022,1,24,24796,0,27,2014,None,신규,None,,,11650-3979,바우뫼로18길 20,0,00020,00000,4163201,1,11650
825,11650,서초동,우성아파트,1326-17,59.93,2022,1,24,65000,0,13,1998,22.02~24.02,갱신,사용,62000,,11650-60,서초대로74길 30,0,00030,00000,4163433,1,11650
826,11650,서초동,래미안서초에스티지S,1754,84.8,2022,1,24,110000,0,9,2018,None,갱신,None,110000,,11650-4622,서운로 104,0,00104,00000,3121016,1,11650
827,11650,우면동,서초힐스,773,59.97,2022,1,15,67000,0,11,2012,22.02~24.02,신규,None,,,11650-3821,양재대로2길 90,0,00090,00000,4163748,1,11650
828,11650,서초동,삼풍아파트,1685,79.47,2022,1,8,96000,0,10,1988,22.02~26.02,갱신,None,71000,,11650-28,서초중앙로 200,0,00200,00000,3121024,3,11650
829,11650,서초동,헤센파크힐,1633-4,20.66,2022,1,18,35700,0,4,2018,22.02~24.02,신규,None,,,11650-4640,사임당로 115,0,00115,00000,3121014,0,11650
830,11650,서초동,서초교대e편한세상,1686-9,110.32,2022,1,24,80000,172,20,2010,22.02~23.02,갱신,사용,80000,150,11650-3579,서초중앙로24길 33,0,00033,00000,4163710,1,11650
831,11650,서초동,서초교대e편한세상,1686-9,110.32,2022,1,24,80000,170,20,2010,None,None,None,,,11650-3579,서초중앙로24길 33,0,00033,00000,4163710,1,11650
832,11650,서초동,DK밸리뷰시티,1584-6,25.57,2022,1,22,33600,0,8,2019,22.02~24.02,갱신,사용,32000,,11650-4764,반포대로14길 14,0,00014,00000,4163225,0,11650
833,11650,방배동,폴라씨엘로,840-4,124.84,2022,1,15,126000,0,4,2015,22.03~24.03,갱신,사용,120000,,11650-4194,방배로30길 42,0,00042,00000,4163265,1,11650
834,11650,서초동,래미안 리더스원,1755,84.93,2022,1,22,50000,390,23,2020,22.03~24.03,신규,None,,,11650-4887,서운로 62,None,00062,00000,3121016,0,11650
835,11650,서초동,유원서초,1687,84.82,2022,1,15,50000,90,6,1993,22.02~24.02,신규,None,,,11650-62,서초중앙로24길 43,0,00043,00000,4163710,1,11650
836,11650,방배동,방배동갤러리하우스3,1-7,144.27,2022,1,12,89250,0,4,2003,22.02~23.02,갱신,사용,85000,,11650-618,동광로 105,0,00105,00000,3121004,1,11650
837,11650,서초동,서초그랑자이,1757,100.41,2022,1,14,10000,700,30,2021,22.02~24.02,신규,None,,,11650-4969,효령로 391,None,00391,00000,3121021,0,11650
838,11650,반포동,아크로리버파크,2-12,59.97,2022,1,23,65726,0,9,2016,None,신규,None,,,11650-4440,신반포로15길 19,0,00019,00000,4163450,0,11650
839,11650,서초동,서초동롯데캐슬리버티,1620-20,125.79,2022,1,10,94500,0,6,2005,22.02~24.02,갱신,사용,90000,,11650-833,사임당로10길 39,0,00039,00000,4163309,1,11650
840,11650,서초동,현대아파트,1346,62.05,2022,1,21,45675,0,11,1989,22.02~24.02,갱신,사용,43500,,11650-85,효령로72길 14,0,00014,00000,4163657,1,11650
841,11650,방배동,방배그랑자이,3283,122.9294,2022,1,8,200000,0,2,2021,22.03~24.03,신규,None,,,11650-4970,방배로 21,0,00021,00000,3121010,1,11650
842,11650,방배동,두원,473-1,59.53,2022,1,22,40900,0,5,1996,22.02~24.02,갱신,None,39000,,11650-281,청두곶길 14,0,00014,00000,4163574,1,11650
843,11650,반포동,반포미도,60-4,84.96,2022,1,22,78750,0,9,1987,22.03~24.03,갱신,사용,75000,,11650-172,서초중앙로29길 28,0,00028,00000,4163713,1,11650
844,11650,잠원동,동아,157,84.91,2022,1,22,102900,0,16,2002,22.02~24.02,갱신,사용,98000,,11650-102,신반포로33길 15,0,00015,00000,4163453,1,11650
845,11650,반포동,반포미도2차아파트,60-5,71.49,2022,1,5,57750,0,9,1989,22.02~24.02,갱신,사용,55000,,11650-173,사평대로 240,0,00240,00000,2121001,2,11650
846,11650,내곡동,서초포레스타2단지,384,84.48,2022,1,23,71400,0,20,2015,None,None,None,,,11650-4156,헌릉로8길 45,0,00045,00000,4163749,2,11650
847,11650,반포동,반포리체,30-26,59.993,2022,1,22,70000,120,7,2010,22.02~24.02,갱신,None,60000,75,11650-3617,고무래로 35,0,00035,00000,3121001,1,11650
848,11650,잠원동,잠원동상지리츠빌카일룸,49-7,169.73,2022,1,21,350000,0,6,2009,22.03~24.03,신규,None,,,11650-3525,잠원로 221-19,0,00221,00019,3121019,1,11650
849,11650,양재동,갤럭시타운,317-3,50.08,2022,1,19,33600,0,3,2001,22.02~24.02,갱신,사용,32000,,11650-670,강남대로12길 19,0,00019,00000,4163008,1,11650
850,11650,신원동,서초포레스타7단지,615,49.39,2022,1,21,23377,0,4,2013,None,신규,None,,,11650-3954,청계산로11길 7-12,0,00007,00012,4163752,1,11650
851,11650,양재동,우성,154-2,84.88,2022,1,14,80000,0,13,1991,22.02~24.02,신규,None,,,11650-440,바우뫼로 91,0,00091,00000,3121009,1,11650
852,11650,방배동,현대멤피스,772-13,159.47,2022,1,11,105000,0,8,2001,22.01~24.01,갱신,사용,100000,,11650-373,방배로 239,0,00239,00000,3121010,1,11650
853,11650,반포동,아크로리버파크,2-12,59.97,2022,1,21,65726,0,9,2016,None,None,None,,,11650-4440,신반포로15길 19,0,00019,00000,4163450,0,11650
854,11650,반포동,디에이치반포라클라스,1343,84.9671,2022,1,18,208000,0,6,2021,22.01~24.01,신규,None,,,11650-4959,서초중앙로 206,None,00206,00000,3121024,0,11650
855,11650,잠원동,훼미리,51,84.9,2022,1,21,63000,0,1,1992,22.02~24.02,갱신,사용,60000,,11650-154,잠원로 202-11,0,00202,00011,3121019,1,11650
856,11650,반포동,래미안퍼스티지,18-1,84.93,2022,1,14,90000,150,22,2009,22.01~24.01,신규,None,,,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
857,11650,잠원동,동아,157,84.91,2022,1,3,40000,250,11,2002,22.01~24.01,None,None,,,11650-102,신반포로33길 15,0,00015,00000,4163453,1,11650
858,11650,우면동,동고,59,84.96,2022,1,21,55650,0,8,1995,22.02~24.02,갱신,사용,53000,,11650-480,바우뫼로7길 29,0,00029,00000,4163219,1,11650
859,11650,잠원동,신반포7,65-32,112.25,2022,1,14,10000,200,6,1980,22.03~24.03,신규,None,,,11650-128,잠원로 88,0,00088,00000,3121019,1,11650
860,11650,반포동,반포미도2차아파트,60-5,71.49,2022,1,15,51400,0,13,1989,22.02~24.02,신규,None,,,11650-173,사평대로 240,0,00240,00000,2121001,2,11650
861,11650,서초동,서초극동스타클래스,1616-10,84.3,2022,1,15,73500,0,11,2003,22.01~24.01,갱신,사용,70000,,11650-602,서리풀4길 43,0,00043,00000,4163368,1,11650
862,11650,서초동,래미안서초에스티지,1332-13,59.99,2022,1,21,58375,0,12,2016,None,None,None,,,11650-4470,서운로 107,0,00107,00000,3121016,0,11650
863,11650,방배동,롯데캐슬헤론,754-1,124.27,2022,1,21,105000,0,3,2006,22.02~24.02,갱신,사용,100000,,11650-3317,동광로1길 112,0,00112,00000,4163119,1,11650
864,11650,서초동,래미안서초스위트,1301-6,95.7555,2022,1,21,125000,0,5,2009,22.02~24.02,갱신,None,115000,,11650-3515,서운로 221,0,00221,00000,3121016,1,11650
865,11650,방배동,삼호1동~3동,770-1,81.39,2022,1,20,68000,0,8,1975,22.02~24.02,신규,None,,,11650-309,방배로43길 21,0,00021,00000,4163277,1,11650
866,11650,서초동,서초푸르지오써밋,1311-10,59.62,2022,1,21,55961,0,2,2017,None,None,None,,,11650-4550,서운로 201,0,00201,00000,3121016,1,11650
867,11650,양재동,양재리본타워,102,59.96,2022,1,21,24796,0,2,2014,None,신규,None,,,11650-3979,바우뫼로18길 20,0,00020,00000,4163201,1,11650
868,11650,잠원동,래미안신반포팰리스,158,59.99,2022,1,21,64531,0,13,2016,None,None,None,,,11650-4439,잠원로8길 35,0,00035,00000,4163529,0,11650
869,11650,서초동,래미안서초에스티지S,1754,84.8,2022,1,12,160000,0,6,2018,22.03~24.03,신규,None,,,11650-4622,서운로 104,0,00104,00000,3121016,1,11650
870,11650,반포동,래미안퍼스티지,18-1,59.98,2022,1,21,44364,0,10,2009,None,None,None,,,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
871,11650,우면동,서초네이처힐7단지,735,59.99,2022,1,21,63000,0,9,2011,22.03~24.03,갱신,사용,60000,,11650-3703,태봉로2길 10,0,00010,00000,4163582,1,11650
872,11650,서초동,래미안서초스위트,1301-6,84.9571,2022,1,21,122850,0,15,2009,22.03~24.03,갱신,사용,117000,,11650-3515,서운로 221,0,00221,00000,3121016,1,11650
873,11650,서초동,래미안서초에스티지,1332-13,59.99,2022,1,21,58375,0,11,2016,22.01~24.01,갱신,None,55596,,11650-4470,서운로 107,0,00107,00000,3121016,0,11650
874,11650,서초동,서초삼성래미안,1641-1,121.66,2022,1,21,81900,105,7,2001,22.02~24.02,갱신,사용,78000,100,11650-24,사임당로17길 116,0,00116,00000,4163313,1,11650
875,11650,서초동,삼풍아파트,1685,79.47,2022,1,20,45000,111,14,1988,22.04~24.04,갱신,사용,45000,100,11650-28,서초중앙로 200,0,00200,00000,3121024,3,11650
876,11650,서초동,삼풍아파트,1685,79.47,2022,1,20,45000,110,14,1988,None,None,None,,,11650-28,서초중앙로 200,0,00200,00000,3121024,3,11650
877,11650,서초동,서초현대,1648-2,84.78,2022,1,21,81900,0,1,1999,22.02~24.02,갱신,사용,78000,,11650-46,사임당로19길 10,0,00010,00000,4163315,1,11650
878,11650,서초동,롯데캐슬클래식,1312-3,84.98,2022,1,21,70000,62,2,2006,22.01~24.01,갱신,사용,70000,50,11650-3300,서운로 200,0,00200,00000,3121016,1,11650
879,11650,우면동,서초힐스,773,59.89,2022,1,20,56700,0,5,2012,None,None,None,,,11650-3821,양재대로2길 90,0,00090,00000,4163748,1,11650
880,11650,서초동,래미안서초에스티지,1332-13,59.99,2022,1,21,58375,0,8,2016,None,None,None,,,11650-4470,서운로 107,0,00107,00000,3121016,0,11650
881,11650,우면동,한라,67,59.98,2022,1,14,40950,0,5,1994,22.02~24.02,갱신,사용,39000,,11650-483,바우뫼로 33,0,00033,00000,3121009,2,11650
882,11650,서초동,서초현대,1648-2,84.78,2022,1,20,44000,70,13,1999,22.02~24.02,갱신,사용,42500,70,11650-46,사임당로19길 10,0,00010,00000,4163315,1,11650
883,11650,신원동,서초포레스타7단지,615,49.39,2022,1,21,23377,0,4,2013,None,신규,None,,,11650-3954,청계산로11길 7-12,0,00007,00012,4163752,1,11650
884,11650,양재동,양재리본타워,102,59.77,2022,1,20,24796,0,2,2014,None,신규,None,,,11650-3979,바우뫼로18길 20,0,00020,00000,4163201,1,11650
885,11650,서초동,서초교대e편한세상,1686-9,59.9,2022,1,20,53708,0,3,2010,None,신규,None,,,11650-3579,서초중앙로24길 33,0,00033,00000,4163710,1,11650
886,11650,잠원동,신반포4,70,137.1,2022,1,20,95000,50,12,1979,22.02~24.02,갱신,None,85000,15,11650-125,잠원로 37-48,0,00037,00048,3121019,1,11650
887,11650,양재동,신영체르니,90,39.1,2022,1,8,35000,0,4,2002,22.01~24.01,신규,None,,,11650-461,논현로27길 57,0,00057,00000,4163097,1,11650
888,11650,반포동,삼성에이스빌,726-16,99.1,2022,1,18,47250,0,5,2002,None,갱신,None,45000,,11650-260,주흥길 44-6,0,00044,00006,4163560,1,11650
889,11650,방배동,래미안방배아트힐(1008-2),1008-2,127.61,2022,1,17,50000,130,3,2004,22.02~22.06,갱신,None,50000,,11650-658,남부순환로 2311-12,0,02311,00012,2000003,1,11650
890,11650,우면동,엘에이치서초3단지,784,46.76,2022,1,20,8446,16,11,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
891,11650,우면동,엘에이치서초3단지,784,46.76,2022,1,20,5046,33,23,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
892,11650,서초동,진흥아파트,1315,101.32,2022,1,8,73000,0,6,1979,22.03~24.03,신규,None,,,11650-66,서초대로 385,0,00385,00000,2121002,2,11650
893,11650,반포동,반포자이,20-43,84.984,2022,1,20,144900,0,18,2009,22.02~24.02,갱신,None,130000,,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
894,11650,잠원동,한신그린,65-8,84.89,2022,1,20,73500,0,13,1993,22.03~23.03,갱신,사용,70000,,11650-146,신반포로33길 71,0,00071,00000,4163453,1,11650
895,11650,반포동,반포힐스테이트,16-6,84.8,2022,1,20,210000,0,15,2012,22.02~24.02,신규,None,,,11650-3687,신반포로16길 15-20,0,00015,00020,4163754,1,11650
896,11650,양재동,양재리본타워2단지,212,84.97,2022,1,20,41737,0,31,2014,None,None,None,,,11650-4047,매헌로16길 40,0,00040,00000,4163176,1,11650
897,11650,서초동,서초한신리빙타워,1533,42.55,2022,1,19,5000,100,19,1999,22.01~23.07,신규,None,,,11650-44,효령로 237,0,00237,00000,3121021,2,11650
898,11650,우면동,서초네이처힐5단지,730,114.98,2022,1,20,61031,0,14,2011,None,신규,None,,,11650-3702,태봉로2길 5,0,00005,00000,4163582,1,11650
899,11650,서초동,현대서초3,1644,84.49,2022,1,19,68250,0,11,1997,22.01~24.02,갱신,사용,65000,,11650-83,사임당로23길 58,0,00058,00000,4163318,1,11650
900,11650,방배동,삼익,1018-1,88.26,2022,1,20,2000,111,10,1981,22.01~22.04,갱신,None,19000,60,11650-305,효령로34길 79,0,00079,00000,4163634,1,11650
901,11650,우면동,엘에이치서초3단지,784,51.32,2022,1,17,18769,0,21,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
902,11650,반포동,반포푸르지오,10,84.82,2022,1,20,123000,0,7,2000,22.02~24.02,신규,None,,,11650-176,신반포로15길 4,0,00004,00000,4163450,1,11650
903,11650,방배동,방배래미안타워,485-3,134.96,2022,1,15,120000,0,4,2005,22.02~24.02,신규,None,,,11650-759,남부순환로 2183,0,02183,00000,2000003,1,11650
904,11650,잠원동,한강,49-8,84.53,2022,1,6,20000,220,1,1989,22.02~24.02,신규,None,,,11650-144,잠원로 213-10,0,00213,00010,3121019,1,11650
905,11650,반포동,래미안퍼스티지,18-1,84.93,2022,1,20,10000,411,24,2009,22.02~24.02,갱신,사용,10000,390,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
906,11650,반포동,래미안퍼스티지,18-1,59.96,2022,1,19,30560,0,13,2009,None,None,None,,,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
907,11650,신원동,서초포레스타7단지,615,59.94,2022,1,19,28109,0,3,2013,None,신규,None,,,11650-3954,청계산로11길 7-12,0,00007,00012,4163752,1,11650
908,11650,신원동,서초포레스타7단지,615,49.39,2022,1,19,23377,0,7,2013,None,신규,None,,,11650-3954,청계산로11길 7-12,0,00007,00012,4163752,1,11650
909,11650,잠원동,신반포12,50-5,76.4,2022,1,19,45150,0,1,1982,22.03~24.03,갱신,사용,43000,,11650-110,잠원로14길 41,0,00041,00000,4163526,1,11650
910,11650,잠원동,블루힐하우스,71-1,59.85,2022,1,19,63000,0,5,1999,22.01~24.01,None,None,,,11650-106,잠원로 85,0,00085,00000,3121019,1,11650
911,11650,서초동,서초푸르지오써밋,1311-10,59.92,2022,1,19,61557,0,10,2017,None,신규,None,,,11650-4550,서운로 201,0,00201,00000,3121016,1,11650
912,11650,잠원동,동아,157,84.91,2022,1,14,70000,150,13,2002,22.02~24.02,신규,None,,,11650-102,신반포로33길 15,0,00015,00000,4163453,1,11650
913,11650,잠원동,래미안신반포팰리스,158,59.99,2022,1,19,58665,0,25,2016,None,신규,None,,,11650-4439,잠원로8길 35,0,00035,00000,4163529,0,11650
914,11650,반포동,반포푸르지오,10,84.82,2022,1,19,60000,180,4,2000,22.03~24.03,신규,None,,,11650-176,신반포로15길 4,0,00004,00000,4163450,1,11650
915,11650,잠원동,신반포7,65-32,140.04,2022,1,12,100000,0,9,1980,22.01~24.01,갱신,None,80000,,11650-128,잠원로 88,0,00088,00000,3121019,1,11650
916,11650,서초동,삼풍아파트,1685,79.47,2022,1,4,10000,300,2,1988,22.01~24.01,신규,None,,,11650-28,서초중앙로 200,0,00200,00000,3121024,3,11650
917,11650,방배동,방배대우디오빌,866-20,36.63,2022,1,4,1000,130,16,2005,22.01~23.01,신규,None,,,11650-3191,서초대로 17,0,00017,00000,2121002,1,11650
918,11650,신원동,서초포레스타7단지,615,49.39,2022,1,19,23377,0,3,2013,None,신규,None,,,11650-3954,청계산로11길 7-12,0,00007,00012,4163752,1,11650
919,11650,신원동,서초포레스타7단지,615,59.57,2022,1,19,28109,0,5,2013,None,None,None,,,11650-3954,청계산로11길 7-12,0,00007,00012,4163752,1,11650
920,11650,반포동,래미안퍼스티지,18-1,117.12,2022,1,15,30000,840,23,2009,22.01~24.01,신규,None,,,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
921,11650,잠원동,신반포7,65-32,107.29,2022,1,8,40000,120,8,1980,22.02~23.02,갱신,None,40000,50,11650-128,잠원로 88,0,00088,00000,3121019,1,11650
922,11650,우면동,엘에이치서초3단지,784,46.76,2022,1,14,4546,36,14,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
923,11650,서초동,서초롯데캐슬프레지던트,1681-8,84.97,2022,1,15,35000,310,5,2014,22.02~24.02,신규,None,,,11650-4129,서초중앙로24길 57,0,00057,00000,4163710,1,11650
924,11650,방배동,대우(효령),1038,84.91,2022,1,14,63000,0,9,1992,22.02~24.02,갱신,사용,60000,,11650-272,효령로 84,0,00084,00000,3121021,1,11650
925,11650,서초동,래미안서초유니빌,1445-4,66.415,2022,1,18,52490,0,20,2003,22.02~24.02,신규,None,,,11650-518,서초중앙로 26,0,00026,00000,3121024,3,11650
926,11650,신원동,서초포레스타7단지,615,49.39,2022,1,19,23377,0,3,2013,None,신규,None,,,11650-3954,청계산로11길 7-12,0,00007,00012,4163752,1,11650
927,11650,우면동,서초호반써밋,753,101.0482,2022,1,19,40000,200,6,2013,22.03~24.03,신규,None,,,11650-3963,양재대로2길 109,0,00109,00000,4163748,1,11650
928,11650,반포동,반포미도2차아파트,60-5,71.49,2022,1,15,51400,0,13,1989,22.02~24.02,신규,None,,,11650-173,사평대로 240,0,00240,00000,2121001,2,11650
929,11650,잠원동,신반포16,55-12,52.26,2022,1,15,30000,60,10,1983,22.02~24.02,갱신,None,30000,,11650-113,잠원로 157,0,00157,00000,3121019,1,11650
930,11650,방배동,방배임광3차,1010-1,84.0,2022,1,19,49350,0,10,1988,22.01~24.01,갱신,사용,47000,,11650-342,방배로2길 24-6,0,00024,00006,4163264,1,11650
931,11650,잠원동,반포센트럴자이,162,84.98,2022,1,19,30000,510,13,2020,22.03~24.03,신규,None,,,11650-4805,반포대로 310-6,0,00310,00006,2121003,1,11650
932,11650,우면동,엘에이치서초3단지,784,51.32,2022,1,19,19332,0,13,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
933,11650,잠원동,신반포2,73,135.97,2022,1,15,81900,0,1,1978,22.03~24.03,갱신,사용,78000,,11650-117,신반포로23길 41,0,00041,00000,4163452,1,11650
934,11650,서초동,진흥아파트,1315,131.07,2022,1,15,74550,0,13,1979,22.02~24.02,갱신,사용,71000,,11650-66,서초대로 385,0,00385,00000,2121002,2,11650
