,법정동시군구코드,법정동,단지명,지번,전용면적,계약년도,계약월,계약일,보증금액,월세금액,층,건축년도,계약기간,계약구분,갱신요구권사용,종전계약보증금,종전계약월세,단지일련번호,roadnm,roadnmbcd,roadnmbonbun,roadnmbubun,roadnmcd,roadnmseq,roadnmsggcd
0,11650,반포동,반포푸르지오,10,84.82,2022,1,19,60000,180,4,2000,None,None,None,,,11650-176,신반포로15길 4,0,00004,00000,4163450,1,11650
1,11650,반포동,아크로리버파크,2-12,59.97,2022,1,15,155000,0,14,2016,None,None,None,,,11650-4440,신반포로15길 19,0,00019,00000,4163450,0,11650
2,11650,반포동,상지리츠빌2차,99-3,164.86,2022,1,26,185000,0,3,2004,None,None,None,,,11650-690,사평대로20길 113,0,00113,00000,4163326,1,11650
3,11650,양재동,양재리본타워,102,59.77,2022,1,20,36000,0,24,2014,None,None,None,,,11650-3979,바우뫼로18길 20,0,00020,00000,4163201,1,11650
4,11650,우면동,서초네이처힐3단지,717,84.61,2022,1,20,51000,0,17,2013,None,None,None,,,11650-3864,태봉로2길 60,0,00060,00000,4163582,1,11650
5,11650,양재동,우성KBS(113동),160-2,84.69,2022,1,8,85000,0,6,1996,None,None,None,,,11650-488,바우뫼로 91,0,00091,00000,3121009,1,11650
6,11650,서초동,서초프라임헤센아파트,1756,61.1795,2022,1,20,85000,0,7,2021,None,None,None,,,11650-4931,사임당로20길 5,0,00005,00000,4163317,1,11650
7,11650,서초동,삼풍아파트,1685,79.47,2022,1,8,66150,0,13,1988,None,None,None,,,11650-28,서초중앙로 200,0,00200,00000,3121024,3,11650
8,11650,반포동,아크로리버파크,2-12,59.97,2022,1,21,78871,0,18,2016,None,None,None,,,11650-4440,신반포로15길 19,0,00019,00000,4163450,0,11650
9,11650,우면동,엘에이치서초3단지,784,46.76,2022,1,17,7946,36,5,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
10,11650,서초동,래미안서초에스티지S,1754,84.96,2022,1,13,160000,0,14,2018,None,None,None,,,11650-4622,서운로 104,0,00104,00000,3121016,1,11650
11,11650,반포동,반포미도2차아파트,60-5,71.49,2022,1,28,80000,0,11,1989,None,None,None,,,11650-173,사평대로 240,0,00240,00000,2121001,2,11650
12,11650,내곡동,서초포레스타2단지,384,84.48,2022,1,22,82900,0,10,2015,None,None,None,,,11650-4156,헌릉로8길 45,0,00045,00000,4163749,2,11650
13,11650,우면동,엘에이치서초3단지,784,59.94,2022,1,19,22028,0,10,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
14,11650,내곡동,서초포레스타2단지,384,59.21,2022,1,15,50000,90,9,2015,None,None,None,,,11650-4156,헌릉로8길 45,0,00045,00000,4163749,2,11650
15,11650,내곡동,서초포레스타2단지,384,84.48,2022,1,22,82900,0,10,2015,None,None,None,,,11650-4156,헌릉로8길 45,0,00045,00000,4163749,2,11650
16,11650,잠원동,한신,56-3,84.52,2022,1,12,50000,106,2,1992,None,None,None,,,11650-145,잠원로 150,0,00150,00000,3121019,1,11650
17,11650,신원동,서초포레스타5단지,579,101.99,2022,1,22,117000,0,10,2014,None,None,None,,,11650-4026,청계산로7길 43,0,00043,00000,4163750,1,11650
18,11650,양재동,비젼아파트101동,17-35,102.46,2022,1,8,63000,0,4,2003,None,None,None,,,11650-591,바우뫼로39길 39,0,00039,00000,4163214,1,11650
19,11650,우면동,서초힐스,773,59.89,2022,1,18,70000,0,17,2012,None,None,None,,,11650-3821,양재대로2길 90,0,00090,00000,4163748,1,11650
20,11650,반포동,한신서래,70-1,64.53,2022,1,10,75000,0,3,1987,None,None,None,,,11650-232,사평대로28길 31,0,00031,00000,4163330,1,11650
21,11650,서초동,더샵서초,1445-14,30.39,2022,1,15,40000,0,25,2006,None,None,None,,,11650-3284,서초중앙로2길 21,0,00021,00000,4163718,1,11650
22,11650,잠원동,신반포4,70,105.44,2022,1,17,60000,100,7,1979,None,None,None,,,11650-125,잠원로 37-48,0,00037,00048,3121019,1,11650
23,11650,양재동,우성,154-2,73.15,2022,1,18,45000,70,1,1991,None,None,None,,,11650-440,바우뫼로 91,0,00091,00000,3121009,1,11650
24,11650,반포동,래미안퍼스티지,18-1,169.31,2022,1,24,241500,0,30,2009,None,None,None,,,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
25,11650,반포동,반포힐스테이트,16-6,59.7,2022,1,7,97000,0,14,2012,None,None,None,,,11650-3687,신반포로16길 15-20,0,00015,00020,4163754,1,11650
26,11650,반포동,반포미도,60-4,84.96,2022,1,8,63000,0,13,1987,None,None,None,,,11650-172,서초중앙로29길 28,0,00028,00000,4163713,1,11650
27,11650,서초동,신동아아파트(1차),1333,75.86,2022,1,29,3400,47,2,1978,None,None,None,,,11650-53,사임당로 130,None,00130,00000,3121014,0,11650
28,11650,서초동,더샵서초,1445-14,33.06,2022,1,28,2000,140,30,2006,None,None,None,,,11650-3284,서초중앙로2길 21,0,00021,00000,4163718,1,11650
29,11650,방배동,방배대우(562-1),562-1,84.55,2022,1,22,64000,0,3,1992,None,None,None,,,11650-271,효령로4길 56-29,0,00056,00029,4163643,1,11650
30,11650,서초동,삼풍아파트,1685,79.47,2022,1,22,69450,65,6,1988,None,None,None,,,11650-28,서초중앙로 200,0,00200,00000,3121024,3,11650
31,11650,서초동,서초벽산블루밍,1347-20,84.39,2022,1,8,73000,0,3,2006,None,None,None,,,11650-3301,효령로74길 56,0,00056,00000,4163658,1,11650
32,11650,반포동,반포미도,60-4,84.96,2022,1,12,63000,0,1,1987,None,None,None,,,11650-172,서초중앙로29길 28,0,00028,00000,4163713,1,11650
33,11650,서초동,DK밸리뷰시티,1584-6,23.88,2022,1,26,34650,0,12,2019,None,None,None,,,11650-4764,반포대로14길 14,0,00014,00000,4163225,0,11650
34,11650,서초동,래미안서초유니빌,1445-4,45.255,2022,1,8,5000,100,13,2003,None,None,None,,,11650-518,서초중앙로 26,0,00026,00000,3121024,3,11650
35,11650,잠원동,신반포12,50-5,55.45,2022,1,13,37800,0,11,1982,None,None,None,,,11650-110,잠원로14길 41,0,00041,00000,4163526,1,11650
36,11650,잠원동,동아,157,84.91,2022,1,29,15000,0,12,2002,None,None,None,,,11650-102,신반포로33길 15,0,00015,00000,4163453,1,11650
37,11650,서초동,서초지웰,1458-6,84.74,2022,1,13,75600,0,15,2005,None,None,None,,,11650-3221,반포대로10길 35,0,00035,00000,4163222,1,11650
38,11650,우면동,호반써밋서초파크,788,84.99,2022,1,26,20767,23,8,2013,None,None,None,,,11650-3974,양재대로2길 33,0,00033,00000,4163748,1,11650
39,11650,서초동,래미안서초에스티지,1332-13,59.99,2022,1,27,61293,0,9,2016,None,None,None,,,11650-4470,서운로 107,0,00107,00000,3121016,0,11650
40,11650,반포동,반포미도,60-4,84.96,2022,1,26,20000,180,8,1987,None,None,None,,,11650-172,서초중앙로29길 28,0,00028,00000,4163713,1,11650
41,11650,잠원동,한강,49-8,84.53,2022,1,14,80000,0,13,1989,None,None,None,,,11650-144,잠원로 213-10,0,00213,00010,3121019,1,11650
42,11650,신원동,서초포레스타5단지,579,101.99,2022,1,22,117000,0,10,2014,None,None,None,,,11650-4026,청계산로7길 43,0,00043,00000,4163750,1,11650
43,11650,반포동,반포자이,20-43,59.98,2022,1,21,99750,0,9,2009,None,None,None,,,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
44,11650,반포동,한신서래,70-1,64.53,2022,1,22,52500,0,12,1987,None,None,None,,,11650-232,사평대로28길 31,0,00031,00000,4163330,1,11650
45,11650,서초동,서초프라임헤센아파트,1756,61.1795,2022,1,8,77000,0,7,2021,None,None,None,,,11650-4931,사임당로20길 5,0,00005,00000,4163317,1,11650
46,11650,우면동,엘에이치서초3단지,784,59.88,2022,1,19,22028,0,24,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
47,11650,반포동,반포미도,60-4,84.96,2022,1,18,56700,42,13,1987,None,None,None,,,11650-172,서초중앙로29길 28,0,00028,00000,4163713,1,11650
48,11650,잠원동,훼미리,51,84.9,2022,1,13,73000,0,6,1992,None,None,None,,,11650-154,잠원로 202-11,0,00202,00011,3121019,1,11650
49,11650,방배동,방배대우디오빌,866-20,36.63,2022,1,4,1000,130,16,2005,None,None,None,,,11650-3191,서초대로 17,0,00017,00000,2121002,1,11650
50,11650,서초동,디아레나서초,1588-5,26.94,2022,1,17,33600,0,7,2020,None,None,None,,,11650-4779,효령로53길 24,0,00024,00000,4163646,0,11650
51,11650,서초동,더샵서초,1445-14,33.06,2022,1,17,42000,0,25,2006,None,None,None,,,11650-3284,서초중앙로2길 21,0,00021,00000,4163718,1,11650
52,11650,잠원동,신반포12,50-5,75.79,2022,1,6,10000,150,12,1982,None,None,None,,,11650-110,잠원로14길 41,0,00041,00000,4163526,1,11650
53,11650,서초동,디아레나서초,1588-5,29.68,2022,1,2,33600,0,8,2020,None,None,None,,,11650-4779,효령로53길 24,0,00024,00000,4163646,0,11650
54,11650,우면동,호반써밋서초파크뷰,789,59.93,2022,1,16,52500,0,10,2013,None,None,None,,,11650-3976,양재대로2길 11,0,00011,00000,4163748,1,11650
55,11650,서초동,서초노블레스아파트,1362-10,26.74,2022,1,15,40900,0,14,2019,None,None,None,,,11650-4745,강남대로39길 15-11,None,00015,00011,4163018,0,11650
56,11650,서초동,서초자연인아파트(101동),1344-22,27.38,2022,1,8,2000,70,5,2012,None,None,None,,,11650-3827,서운로9길 18,0,00018,00000,4163381,1,11650
57,11650,반포동,반포미도2차아파트,60-5,71.49,2022,1,7,47250,0,6,1989,None,None,None,,,11650-173,사평대로 240,0,00240,00000,2121001,2,11650
58,11650,반포동,아크로리버파크,2-12,59.97,2022,1,10,65726,0,13,2016,None,None,None,,,11650-4440,신반포로15길 19,0,00019,00000,4163450,0,11650
59,11650,우면동,서초힐스,773,74.95,2022,1,12,65000,60,5,2012,None,None,None,,,11650-3821,양재대로2길 90,0,00090,00000,4163748,1,11650
60,11650,서초동,유원서초,1687,84.82,2022,1,7,70000,0,11,1993,None,None,None,,,11650-62,서초중앙로24길 43,0,00043,00000,4163710,1,11650
61,11650,반포동,반포써밋,1342,84.4182,2022,1,9,90000,210,9,2018,None,None,None,,,11650-4703,고무래로 89,0,00089,00000,3121001,0,11650
62,11650,서초동,서초로얄,1627-3,59.34,2022,1,8,50000,0,3,2001,None,None,None,,,11650-36,사임당로14길 10,0,00010,00000,4163311,1,11650
63,11650,방배동,방배우성,2525,84.99,2022,1,6,15000,110,3,1991,None,None,None,,,11650-331,방배선행길 1,0,00001,00000,4163671,1,11650
64,11650,서초동,서초한일유앤아이주상복합,1303-10,84.89,2022,1,8,67000,0,13,2007,None,None,None,,,11650-3393,사평대로56길 7,0,00007,00000,4163336,1,11650
65,11650,서초동,DK밸리뷰시티,1584-6,28.14,2022,1,8,39000,0,7,2019,None,None,None,,,11650-4764,반포대로14길 14,0,00014,00000,4163225,0,11650
66,11650,잠원동,한신타워,71-11,84.93,2022,1,8,10500,210,10,1996,None,None,None,,,11650-150,잠원로3길 8,0,00008,00000,4163527,1,11650
67,11650,방배동,방배우성,2525,80.2,2022,1,7,54600,0,10,1991,None,None,None,,,11650-331,방배선행길 1,0,00001,00000,4163671,1,11650
68,11650,잠원동,신반포16,55-12,52.32,2022,1,6,37000,0,2,1983,None,None,None,,,11650-113,잠원로 157,0,00157,00000,3121019,1,11650
69,11650,반포동,한신서래,70-1,45.72,2022,1,5,52500,0,5,1987,None,None,None,,,11650-232,사평대로28길 31,0,00031,00000,4163330,1,11650
70,11650,우면동,서초힐스,773,74.97,2022,1,4,104000,0,2,2012,None,None,None,,,11650-3821,양재대로2길 90,0,00090,00000,4163748,1,11650
71,11650,방배동,방배우성,2525,84.99,2022,1,15,85000,0,12,1991,22.02~24.02,신규,None,,,11650-331,방배선행길 1,0,00001,00000,4163671,1,11650
72,11650,우면동,엘에이치서초3단지,784,59.94,2022,1,19,22028,0,10,2013,22.01~24.03,신규,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
73,11650,반포동,반포자이,20-43,84.943,2022,1,8,70000,200,25,2009,22.01~24.01,갱신,사용,70000,200,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
74,11650,반포동,새티스,612-138,66.06,2022,1,13,39900,0,4,2003,22.03~24.03,갱신,None,38000,,11650-540,사평대로8길 19,0,00019,00000,4163340,1,11650
75,11650,방배동,대우로얄빌라트(1027-1),1027-1,241.81,2022,1,16,130000,0,1,2002,None,None,None,,,11650-409,남부순환로 2271-11,0,02271,00011,2000003,1,11650
76,11650,우면동,엘에이치서초3단지,784,46.76,2022,1,31,4546,21,15,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
77,11650,우면동,엘에이치서초3단지,784,51.32,2022,1,31,18769,0,22,2013,22.02~24.01,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
78,11650,서초동,경남아너스빌201동,1456-2,84.95,2022,1,17,57700,105,8,2006,22.02~24.02,갱신,사용,55000,100,11650-3257,반포대로10길 42,0,00042,00000,4163222,1,11650
79,11650,반포동,반포미도,60-4,84.96,2022,1,18,56700,42,13,1987,22.01~24.01,갱신,사용,54000,40,11650-172,서초중앙로29길 28,0,00028,00000,4163713,1,11650
80,11650,서초동,서초롯데캐슬프레지던트,1681-8,84.97,2022,1,22,10000,450,21,2014,22.02~24.02,신규,None,,,11650-4129,서초중앙로24길 57,0,00057,00000,4163710,1,11650
81,11650,우면동,엘에이치서초3단지,784,51.32,2022,1,31,19708,0,12,2013,22.02~24.01,갱신,None,19708,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
82,11650,신원동,서초포레스타3단지,568,114.81,2022,1,17,99750,0,18,2014,22.03~24.03,갱신,None,95000,,11650-4040,헌릉로8길 22,0,00022,00000,4163749,1,11650
83,11650,서초동,풍림아이원플러스,1338-1,34.4237,2022,1,26,28350,0,13,2004,23.02~25.02,갱신,사용,27000,,11650-701,효령로77길 14,0,00014,00000,4163659,1,11650
84,11650,서초동,서초푸르지오써밋,1311-10,84.95,2022,1,7,100000,90,14,2017,23.03~24.01,갱신,사용,100000,150,11650-4550,서운로 201,0,00201,00000,3121016,1,11650
85,11650,반포동,아크로리버파크,2-12,84.97,2022,1,5,200000,0,13,2016,22.01~24.01,None,None,,,11650-4440,신반포로15길 19,0,00019,00000,4163450,0,11650
86,11650,잠원동,래미안신반포팰리스,158,104.08,2022,1,20,168000,0,19,2016,22.02~24.02,갱신,사용,160000,,11650-4439,잠원로8길 35,0,00035,00000,4163529,0,11650
87,11650,반포동,래미안퍼스티지,18-1,198.04,2022,1,5,290000,0,7,2009,22.02~24.02,갱신,사용,290000,,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
88,11650,서초동,지웰홈스서초,1575-1,14.1,2022,1,4,1000,87,13,2019,22.01~23.01,신규,None,,,11650-4723,반포대로28길 94,0,00094,00000,4163238,0,11650
89,11650,방배동,방배그랑자이,3283,84.972,2022,1,24,100000,0,5,2021,22.03~24.03,신규,None,,,11650-4970,방배로 21,0,00021,00000,3121010,1,11650
90,11650,반포동,반포자이,20-43,194.692,2022,1,28,202100,130,14,2009,22.02~24.02,None,None,,,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
91,11650,반포동,래미안퍼스티지,18-1,135.92,2022,1,10,200000,120,21,2009,22.02~24.02,갱신,사용,200000,120,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
92,11650,우면동,서초호반써밋,753,118.0474,2022,1,14,5000,280,11,2013,22.02~24.02,갱신,None,5000,265,11650-3963,양재대로2길 109,0,00109,00000,4163748,1,11650
93,11650,잠원동,신반포자이,160,84.87,2022,1,5,20000,330,22,2018,22.01~24.01,갱신,None,20000,360,11650-4675,잠원로 60,0,00060,00000,3121019,1,11650
94,11650,서초동,신동아아파트(1차),1333,75.86,2022,1,27,37000,0,2,1978,22.02~24.02,신규,None,,,11650-53,사임당로 137,0,00137,00000,3121014,1,11650
95,11650,반포동,래미안퍼스티지,18-1,198.22,2022,1,10,200000,150,18,2009,None,갱신,사용,200000,150,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
96,11650,서초동,서초푸르지오써밋,1311-10,97.7,2022,1,11,104000,126,9,2017,None,갱신,None,84000,,11650-4550,서운로 212,0,00212,00000,3121016,1,11650
97,11650,잠원동,훼미리,51,84.69,2022,1,8,67200,0,11,1992,22.01~24.01,갱신,사용,64000,,11650-154,잠원로 202-11,0,00202,00011,3121019,1,11650
98,11650,잠원동,강변,53-15,66.29,2022,1,23,3000,158,4,1987,22.02~24.02,갱신,사용,3000,150,11650-97,잠원로 166-17,0,00166,00017,3121019,1,11650
99,11650,양재동,우성,154-2,84.88,2022,1,1,5000,53,4,1991,22.01~24.12,갱신,None,5000,50,11650-440,바우뫼로 91,0,00091,00000,3121009,1,11650
100,11650,우면동,엘에이치서초3단지,784,51.32,2022,1,31,18769,0,14,2013,None,None,None,,,11650-3966,양재대로2길 34,0,00034,00000,4163748,1,11650
101,11650,반포동,삼성에이스빌,726-16,84.97,2022,1,5,5000,220,4,2002,22.01~23.01,신규,None,,,11650-260,주흥길 44-6,0,00044,00006,4163560,1,11650
102,11650,반포동,래미안퍼스티지,18-1,59.96,2022,1,26,60000,165,12,2009,22.03~24.03,갱신,사용,60000,150,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
103,11650,우면동,서초네이처힐1단지,707,114.71,2022,1,21,10500,210,2,2012,22.02~24.02,갱신,None,10000,200,11650-3863,형촌길 35,0,00035,00000,4163604,1,11650
104,11650,서초동,유원서초,1687,84.87,2022,1,18,65000,0,11,1993,22.02~24.02,신규,None,,,11650-62,서초중앙로24길 43,0,00043,00000,4163710,1,11650
105,11650,서초동,DK밸리뷰시티,1584-6,25.13,2022,1,5,40000,0,7,2019,22.01~24.01,신규,None,,,11650-4764,반포대로14길 14,0,00014,00000,4163225,0,11650
106,11650,잠원동,한신로얄,63-34,81.23,2022,1,17,25000,240,7,1992,22.02~24.02,신규,None,,,11650-147,신반포로33길 64,0,00064,00000,4163453,1,11650
107,11650,서초동,서초교대e편한세상,1686-9,110.32,2022,1,27,50000,237,9,2010,22.02~24.02,갱신,사용,50000,220,11650-3579,서초중앙로24길 33,0,00033,00000,4163710,1,11650
108,11650,반포동,반포자이,20-43,194.515,2022,1,3,170000,230,8,2009,22.01~24.01,갱신,사용,170000,200,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
109,11650,서초동,더샵서초,1445-14,97.53,2022,1,17,10000,340,13,2006,None,None,None,,,11650-3284,서초중앙로2길 21,0,00021,00000,4163718,1,11650
110,11650,반포동,래미안퍼스티지,18-1,59.89,2022,1,4,100000,49,3,2009,22.02~24.02,None,None,,,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
111,11650,서초동,서초중흥S-클래스(도시형생활주택),1451-89,18.59,2022,1,26,1000,75,4,2013,22.01~23.01,신규,None,,,11650-3944,효령로52길 63,0,00063,00000,4163645,1,11650
112,11650,방배동,방배우성,2525,80.2,2022,1,7,54600,0,10,1991,22.02~24.02,신규,None,,,11650-331,방배선행길 1,0,00001,00000,4163671,1,11650
113,11650,서초동,서초두산위브트레지움,1310-4,84.62,2022,1,8,10000,316,5,2008,22.02~24.02,갱신,사용,10000,300,11650-3471,서운로 194,0,00194,00000,3121016,1,11650
114,11650,서초동,삼환바우스,1677-11,84.98,2022,1,14,30000,200,11,2006,22.01~24.01,신규,None,,,11650-3331,서초대로 340,0,00340,00000,2121002,2,11650
115,11650,반포동,반포자이,20-43,84.943,2022,1,17,40000,295,25,2009,22.03~24.03,갱신,None,20000,290,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
116,11650,방배동,동부센트레빌,3275,134.04,2022,1,10,63000,351,20,2004,None,신규,None,,,11650-659,방배로 278,0,00278,00000,3121010,1,11650
117,11650,반포동,래미안퍼스티지,18-1,168.65,2022,1,19,410000,0,20,2009,22.05~24.05,신규,None,,,11650-3559,반포대로 275,0,00275,00000,2121003,2,11650
118,11650,서초동,삼풍아파트,1685,79.47,2022,1,10,60000,60,8,1988,22.01~24.01,갱신,None,45000,60,11650-28,서초중앙로 200,0,00200,00000,3121024,3,11650
119,11650,서초동,서초아트빌,1343-9,69.47,2022,1,15,30000,0,4,2003,22.01~24.01,갱신,None,25000,,11650-553,서운로11길 41,0,00041,00000,4163372,1,11650
120,11650,서초동,신동아아파트(1차),1333,75.86,2022,1,9,38000,0,8,1978,22.04~24.04,갱신,사용,38000,,11650-53,사임당로 137,0,00137,00000,3121014,1,11650
121,11650,반포동,반포자이,20-43,194.515,2022,1,2,170000,200,6,2009,22.02~24.01,갱신,사용,170000,180,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
122,11650,반포동,노블하우스,100-1,196.98,2022,1,13,0,800,3,2002,22.03~22.07,갱신,None,,800,11650-254,서래로1길 25,0,00025,00000,4163358,1,11650
123,11650,반포동,아크로리버파크,2-12,112.99,2022,1,5,370000,0,28,2016,22.04~24.04,신규,None,,,11650-4440,신반포로15길 19,0,00019,00000,4163450,0,11650
124,11650,반포동,반포자이,20-43,84.982,2022,1,9,190000,90,28,2009,22.02~24.02,신규,None,,,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
125,11650,서초동,유원서초,1687,84.87,2022,1,17,20000,213,3,1993,22.03~24.03,None,None,,,11650-62,서초중앙로24길 43,0,00043,00000,4163710,1,11650
126,11650,반포동,반포자이,20-43,244.543,2022,1,12,90000,462,23,2009,22.01~24.01,갱신,사용,90000,430,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
127,11650,잠원동,신반포2,73,68.91,2022,1,22,35000,95,3,1978,22.01~24.01,갱신,None,30000,30,11650-117,신반포로23길 41,0,00041,00000,4163452,1,11650
128,11650,서초동,서초동대우디오빌프라임,1337-22,84.92,2022,1,25,5000,300,11,2005,22.02~24.02,신규,None,,,11650-3218,강남대로 321,0,00321,00000,2102001,4,11650
129,11650,방배동,삼성래미안1,2626,84.91,2022,1,15,75000,10,9,2003,None,None,None,,,11650-503,방배선행길 2,0,00002,00000,4163671,1,11650
130,11650,서초동,서초동삼성쉐르빌2,1330,35.22,2022,1,7,1000,120,5,2002,22.01~23.01,신규,None,,,11650-608,강남대로53길 11,0,00011,00000,4163026,1,11650
131,11650,서초동,서초한일유앤아이주상복합,1303-10,84.89,2022,1,8,67000,0,13,2007,22.01~24.01,갱신,사용,64000,,11650-3393,사평대로56길 7,0,00007,00000,4163336,1,11650
132,11650,서초동,서초푸르지오써밋,1311-10,84.93,2022,1,10,60000,195,20,2017,22.02~24.02,갱신,사용,60000,179,11650-4550,서운로 201,0,00201,00000,3121016,1,11650
133,11650,반포동,반포리체,30-26,106.148,2022,1,28,15000,500,23,2010,22.02~24.02,갱신,None,15000,350,11650-3617,고무래로 35,0,00035,00000,3121001,1,11650
134,11650,반포동,반포자이,20-43,84.982,2022,1,22,60000,218,12,2009,22.02~24.02,갱신,사용,60000,200,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
135,11650,방배동,그랑씨엘2000,843-3,185.11,2022,1,15,104500,60,2,2000,22.01~24.01,갱신,None,104500,,11650-266,방배로32길 72,0,00072,00000,4163267,1,11650
136,11650,서초동,서초동삼성쉐르빌2,1330,35.22,2022,1,22,23500,0,8,2002,22.02~23.02,갱신,사용,23500,,11650-608,강남대로53길 11,0,00011,00000,4163026,1,11650
137,11650,서초동,현대아파트,1346,84.33,2022,1,30,50000,50,13,1989,22.01~24.01,갱신,None,50000,30,11650-85,효령로68길 13,None,00013,00000,4163654,0,11650
138,11650,반포동,반포자이,20-43,84.943,2022,1,10,10000,400,21,2009,22.02~24.02,갱신,사용,10000,380,11650-3500,신반포로 270,0,00270,00000,3121017,2,11650
139,11650,반포동,반포미도2차아파트,60-5,71.49,2022,1,15,10000,143,14,1989,22.02~24.02,갱신,None,10000,135,11650-173,사평대로 240,0,00240,00000,2121001,2,11650
140,11650,신원동,서초포레스타5단지,579,114.81,2022,1,4,70000,180,4,2014,None,신규,None,,,11650-4026,청계산로7길 43,0,00043,00000,4163750,1,11650
141,11650,잠원동,신반포자이,160,59.86,2022,1,21,160000,0,6,2018,22.01~24.01,신규,None,,,11650-4675,잠원로 60,0,00060,00000,3121019,1,11650
142,11650,서초동,현대홈타운,1506-88,84.97,2022,1,7,20000,250,12,2005,22.02~24.02,신규,None,,,11650-624,반포대로23길 71,0,00071,00000,4163234,1,11650
143,11650,서초동,우성아파트,1326-17,59.93,2022,1,9,75000,0,21,1998,22.03~24.03,None,None,,,11650-60,서초대로74길 30,0,00030,00000,4163433,1,11650
144,11650,신원동,서초포레스타3단지,568,84.39,2022,1,13,500,230,11,2014,22.02~22.06,신규,None,,,11650-4040,헌릉로8길 22,0,00022,00000,4163749,1,11650
145,11650,반포동,반포미도,60-4,84.96,2022,1,5,40000,190,8,1987,22.02~24.02,신규,None,,,11650-172,서초중앙로29길 28,0,00028,00000,4163713,1,11650
146,11650,우면동,서초네이처힐4단지,720,84.61,2022,1,4,73500,0,12,2011,22.02~24.02,갱신,사용,70000,,11650-3704,태봉로2길 65,0,00065,00000,4163582,1,11650
147,11650,서초동,DK밸리뷰시티,1584-6,23.88,2022,1,26,34650,0,12,2019,22.02~24.02,갱신,사용,33000,,11650-4764,반포대로14길 14,0,00014,00000,4163225,0,11650
148,11650,우면동,서초네이처힐7단지,735,84.77,2022,1,15,71400,0,9,2011,22.02~24.02,갱신,사용,68000,,11650-3703,태봉로2길 10,0,00010,00000,4163582,1,11650
149,11650,반포동,한신서래,70-1,45.72,2022,1,14,55000,0,7,1987,22.03~24.03,신규,None,,,11650-232,사평대로28길 31,0,00031,00000,4163330,1,11650
150,11650,서초동,삼풍아파트,1685,165.36,2022,1,11,90000,140,5,1988,22.01~24.01,None,None,,,11650-28,서초중앙로 200,0,00200,00000,3121024,3,11650
151,11650,우면동,서초네이처힐3단지,717,84.77,2022,1,21,40000,100,10,2013,22.04~24.04,갱신,사용,40000,90,11650-3864,태봉로2길 60,0,00060,00000,4163582,1,11650
152,11650,양재동,우성,154-2,73.15,2022,1,12,5000,150,2,1991,22.02~24.02,신규,None,,,11650-440,바우뫼로 91,0,00091,00000,3121009,1,11650
153,11650,서초동,DK밸리뷰시티,1584-6,25.57,2022,1,22,33600,0,8,2019,22.02~24.02,갱신,사용,32000,,11650-4764,반포대로14길 14,0,00014,00000,4163225,0,11650
154,11650,잠원동,신반포2,73,137.66,2022,1,29,30000,165,2,1978,22.05~24.05,신규,None,,,11650-117,신반포로23길 41,0,00041,00000,4163452,1,11650
155,11650,방배동,방배1차현대홈타운,1344,114.78,2022,1,17,153000,0,3,1999,22.01~24.01,신규,None,,,11650-290,서초대로1길 30,0,00030,00000,4163389,1,11650
156,11650,방배동,동광빌라트,791-10,159.27,2022,1,12,94500,0,1,1994,None,갱신,사용,90000,,11650-275,방배로37길 49,0,00049,00000,4163272,1,11650
157,11650,서초동,풍림아이원플러스,1338-1,35.903,2022,1,27,1000,105,8,2004,22.03~23.03,갱신,사용,1000,100,11650-701,효령로77길 14,0,00014,00000,4163659,1,11650
158,11650,서초동,래미안서초유니빌,1445-4,42.0,2022,1,5,1000,120,3,2003,22.01~24.01,신규,None,,,11650-518,서초중앙로 26,0,00026,00000,3121024,3,11650
159,11650,잠원동,아크로리버뷰신반포,159,78.48,2022,1,24,147000,0,25,2018,22.02~24.02,갱신,사용,140000,,11650-4676,잠원로 117,0,00117,00000,3121019,0,11650
160,11650,내곡동,서초포레스타2단지,384,84.48,2022,1,22,82900,0,10,2015,22.04~24.04,신규,None,,,11650-4156,헌릉로8길 45,0,00045,00000,4163749,2,11650
